sentence_id annotator_id adj_subj subj landmark verb adj_obj obj annotator_score
54 12 dummy priest say allege dummy prayer 1
55 12 dummy priest say state dummy mass 6
56 12 dummy priest say allege dummy mass 1
57 12 dummy poll show picture dummy support 3
58 12 dummy poll show express dummy support 7
59 12 dummy politician buy purchase dummy election 7
60 12 dummy politician buy bribe dummy election 4
61 12 dummy people write spell dummy letter 4
62 12 dummy people write publish dummy letter 5
63 12 dummy people try test dummy sniffing 6
64 12 dummy member accept bear dummy share 5
65 12 dummy map show picture dummy location 7
66 12 dummy weapon buy purchase dummy chance 4
67 12 dummy user accept receive dummy responsibility 3
68 12 dummy user write spell dummy word 7
69 12 dummy user write publish dummy word 4
70 12 dummy user write spell dummy software 1
71 12 dummy user write publish dummy software 6
72 12 dummy man write publish dummy song 5
73 12 dummy man try test dummy experiment 7
74 12 dummy management accept bear dummy responsibility 6
75 12 dummy man write spell dummy song 1
76 12 dummy map show express dummy area 6
77 12 dummy management accept receive dummy responsibility 4
78 12 dummy map show express dummy location 7
79 12 dummy map show picture dummy area 7
80 12 dummy claimant draw attract dummy benefit 1
81 12 dummy cinema show picture dummy film 4
82 12 dummy teacher write publish dummy book 7
83 12 dummy child show express dummy sign 7
84 12 dummy child show picture dummy interest 3
85 12 dummy child show express dummy interest 7
86 12 dummy child meet visit dummy house 4
87 12 dummy cinema show express dummy film 4
88 12 dummy child write spell dummy word 5
89 12 dummy child write publish dummy word 5
90 12 dummy child show picture dummy sign 3
91 12 dummy people buy bribe dummy product 1
92 12 dummy people buy purchase dummy house 7
93 12 dummy people buy bribe dummy house 1
94 12 dummy patient draw depict dummy figure 6
95 12 dummy people run move dummy company 2
96 12 dummy people buy purchase dummy security 7
97 12 dummy people buy bribe dummy security 5
98 12 dummy people buy purchase dummy product 7
99 12 dummy people run move dummy round 2
100 12 dummy people run operate dummy company 7
101 12 dummy representative meet visit dummy official 5
102 12 dummy river meet satisfy dummy sea 1
103 12 dummy tribunal try test dummy crime 4
104 12 dummy producer say state dummy favour 7
105 12 dummy proposal draw attract dummy criticism 6
106 12 dummy priest say state dummy prayer 7
107 12 dummy producer say allege dummy favour 1
108 12 dummy report draw depict dummy attention 1
109 12 dummy representative meet satisfy dummy official 1
110 12 dummy proposal draw depict dummy criticism 1
111 12 dummy report draw attract dummy attention 7
112 12 dummy man say state dummy success 7
113 12 dummy man try judge dummy experiment 5
114 12 dummy man say state dummy sentence 7
115 12 dummy man say allege dummy success 1
116 12 dummy man provide supply dummy money 7
117 12 dummy man say allege dummy sentence 1
118 12 dummy man draw depict dummy sword 1
119 12 dummy man provide leave dummy money 5
120 12 dummy male draw depict dummy female 5
121 12 dummy man draw attract dummy sword 1
122 12 dummy user accept bear dummy responsibility 7
123 12 dummy member accept receive dummy share 4
124 12 dummy model buy bribe dummy behaviour 1
125 12 dummy model buy purchase dummy behaviour 7
126 12 dummy mother provide leave dummy baby 3
127 12 dummy mother provide supply dummy baby 7
128 12 dummy parent draw attract dummy line 1
129 12 dummy parent draw depict dummy line 7
130 12 dummy patient accept bear dummy treatment 6
131 12 dummy patient accept receive dummy treatment 6
132 12 dummy patient draw attract dummy figure 1
133 12 dummy service meet satisfy dummy need 7
134 12 dummy school provide supply dummy education 7
135 12 dummy scholar write spell dummy book 5
136 12 dummy table show express dummy result 6
137 12 dummy firm buy bribe dummy politician 6
138 12 dummy figure show picture dummy increase 5
139 12 dummy weapon buy bribe dummy chance 1
140 12 dummy family run move dummy hotel 1
141 12 dummy family provide supply dummy home 7
142 12 dummy figure show express dummy increase 7
143 12 dummy family run operate dummy hotel 7
144 12 dummy employer provide leave dummy training 1
145 12 dummy employee buy purchase dummy property 7
146 12 dummy family provide leave dummy home 1
147 12 dummy employer provide supply dummy training 7
148 12 dummy service meet visit dummy need 1
149 12 dummy shareholder accept bear dummy offer 4
150 12 dummy shareholder accept receive dummy offer 5
151 12 dummy shiver run move dummy spine 1
152 12 dummy shiver run operate dummy spine 1
153 12 dummy sight meet satisfy dummy eye 1
154 12 dummy society accept bear dummy charge 5
155 12 dummy society accept receive dummy charge 3
156 12 dummy speaker say allege dummy word 1
157 12 dummy speaker say state dummy word 7
158 12 dummy table show picture dummy result 5
159 12 dummy user run move dummy application 1
160 12 dummy spokesman say state dummy decision 7
161 12 dummy spokesman say allege dummy decision 1
162 12 dummy specialist write spell dummy papers 3
163 12 dummy specialist write publish dummy papers 7
164 12 dummy student write spell dummy name 7
165 12 dummy student write publish dummy name 4
166 12 dummy student meet visit dummy requirement 1
167 12 dummy student meet satisfy dummy requirement 7
168 12 dummy study provide supply dummy evidence 7
169 12 dummy study provide leave dummy evidence 1
170 12 dummy child meet satisfy dummy house 1
171 12 dummy child draw depict dummy picture 5
172 12 dummy beach meet satisfy dummy standard 7
173 12 dummy artist show picture dummy work 5
174 12 dummy artist show express dummy work 6
175 12 dummy child draw attract dummy picture 1
176 12 dummy boy meet visit dummy girl 5
177 12 dummy boy meet satisfy dummy girl 3
178 12 dummy beach meet visit dummy standard 1
179 12 dummy sweat run move dummy face 1
180 12 dummy sweat run operate dummy face 1
181 12 dummy survey say allege dummy recovery 1
182 12 dummy survey say state dummy recovery 7
183 12 dummy supporter buy bribe dummy ticket 1
184 12 dummy supporter buy purchase dummy ticket 7
185 12 dummy study show express dummy correlation 7
186 12 dummy study show picture dummy correlation 5
187 12 dummy study provide leave dummy information 1
188 12 dummy study provide supply dummy information 7
189 12 dummy company provide supply dummy service 7
190 12 dummy court try judge dummy case 7
191 12 dummy claimant draw depict dummy benefit 1
192 12 dummy company provide leave dummy service 1
193 12 dummy court try test dummy offence 7
194 12 dummy demonstrator try judge dummy building 1
195 12 dummy court try test dummy case 7
196 12 dummy court try judge dummy offence 7
197 12 dummy demonstrator try test dummy building 1
198 12 dummy employee buy bribe dummy property 1
199 12 dummy writer write spell dummy book 3
1 13 dummy table draw depict dummy eye 1
2 13 dummy table draw attract dummy eye 7
3 13 dummy system meet visit dummy criterion 1
4 13 dummy system meet satisfy dummy criterion 7
5 13 dummy system meet visit dummy requirement 1
6 13 dummy system meet satisfy dummy requirement 7
7 13 dummy system provide supply dummy facility 7
8 13 dummy system provide leave dummy facility 1
9 13 dummy system run operate dummy application 7
10 13 dummy system run move dummy application 1
11 13 dummy woman draw depict dummy hair 7
12 13 dummy woman draw attract dummy hair 1
13 13 dummy magazine accept bear dummy liability 7
14 13 dummy machine run operate dummy program 7
15 13 dummy machine run move dummy program 2
16 13 dummy lawyer accept receive dummy conviction 6
17 13 dummy lawyer accept bear dummy conviction 6
18 13 dummy justice try test dummy king 6
19 13 dummy justice try judge dummy king 7
20 13 dummy judge try test dummy action 7
21 13 dummy male draw attract dummy female 6
22 13 dummy magazine accept receive dummy liability 6
23 13 dummy teacher write spell dummy book 3
24 13 dummy user run operate dummy application 7
25 13 dummy scholar write publish dummy book 6
26 13 dummy people try test dummy program 7
27 13 dummy people try judge dummy sniffing 1
28 13 dummy runway run operate dummy parallel 6
29 13 dummy people say state dummy success 7
30 13 dummy people try judge dummy door 1
31 13 dummy people try test dummy door 7
32 13 dummy people try judge dummy program 6
33 13 dummy people run operate dummy round 7
34 13 dummy people say allege dummy prayer 1
35 13 dummy people say state dummy prayer 7
36 13 dummy people say allege dummy success 4
37 13 dummy government accept receive dummy recommendation 5
38 13 dummy government provide leave dummy cash 6
39 13 dummy government provide supply dummy cash 7
40 13 dummy investor buy bribe dummy share 1
41 13 dummy firm buy purchase dummy politician 7
42 13 dummy government accept bear dummy proposal 4
43 13 dummy government accept receive dummy proposal 4
44 13 dummy government accept bear dummy recommendation 3
45 13 dummy road run move dummy parallel 1
46 13 dummy writer write publish dummy book 6
47 13 dummy investor buy purchase dummy share 7
48 13 dummy judge try judge dummy action 6
49 13 dummy river meet visit dummy sea 2
50 13 dummy runway run move dummy parallel 1
51 13 dummy school provide leave dummy education 1
52 13 dummy road run operate dummy parallel 6
53 13 dummy tribunal try judge dummy crime 6
54 13 dummy priest say allege dummy prayer 1
55 13 dummy priest say state dummy mass 7
56 13 dummy priest say allege dummy mass 1
57 13 dummy poll show picture dummy support 6
58 13 dummy poll show express dummy support 7
59 13 dummy politician buy purchase dummy election 7
60 13 dummy politician buy bribe dummy election 7
61 13 dummy people write spell dummy letter 6
62 13 dummy people write publish dummy letter 6
63 13 dummy people try test dummy sniffing 7
64 13 dummy member accept bear dummy share 6
65 13 dummy map show picture dummy location 7
66 13 dummy weapon buy purchase dummy chance 7
67 13 dummy user accept receive dummy responsibility 6
68 13 dummy user write spell dummy word 7
69 13 dummy user write publish dummy word 6
70 13 dummy user write spell dummy software 1
71 13 dummy user write publish dummy software 6
72 13 dummy man write publish dummy song 6
73 13 dummy man try test dummy experiment 7
74 13 dummy management accept bear dummy responsibility 7
75 13 dummy man write spell dummy song 6
76 13 dummy map show express dummy area 7
77 13 dummy management accept receive dummy responsibility 6
78 13 dummy map show express dummy location 7
79 13 dummy map show picture dummy area 7
80 13 dummy claimant draw attract dummy benefit 1
81 13 dummy cinema show picture dummy film 4
82 13 dummy teacher write publish dummy book 5
83 13 dummy child show express dummy sign 5
84 13 dummy child show picture dummy interest 1
85 13 dummy child show express dummy interest 7
86 13 dummy child meet visit dummy house 4
87 13 dummy cinema show express dummy film 5
88 13 dummy child write spell dummy word 6
89 13 dummy child write publish dummy word 6
90 13 dummy child show picture dummy sign 2
91 13 dummy people buy bribe dummy product 1
92 13 dummy people buy purchase dummy house 7
93 13 dummy people buy bribe dummy house 1
94 13 dummy patient draw depict dummy figure 5
95 13 dummy people run move dummy company 1
96 13 dummy people buy purchase dummy security 7
97 13 dummy people buy bribe dummy security 4
98 13 dummy people buy purchase dummy product 7
99 13 dummy people run move dummy round 1
100 13 dummy people run operate dummy company 7
101 13 dummy representative meet visit dummy official 7
102 13 dummy river meet satisfy dummy sea 1
103 13 dummy tribunal try test dummy crime 1
104 13 dummy producer say state dummy favour 7
105 13 dummy proposal draw attract dummy criticism 7
106 13 dummy priest say state dummy prayer 7
107 13 dummy producer say allege dummy favour 4
108 13 dummy report draw depict dummy attention 1
109 13 dummy representative meet satisfy dummy official 1
110 13 dummy proposal draw depict dummy criticism 1
111 13 dummy report draw attract dummy attention 7
112 13 dummy man say state dummy success 7
113 13 dummy man try judge dummy experiment 7
114 13 dummy man say state dummy sentence 7
115 13 dummy man say allege dummy success 6
116 13 dummy man provide supply dummy money 7
117 13 dummy man say allege dummy sentence 1
118 13 dummy man draw depict dummy sword 1
119 13 dummy man provide leave dummy money 1
120 13 dummy male draw depict dummy female 7
121 13 dummy man draw attract dummy sword 1
122 13 dummy user accept bear dummy responsibility 6
123 13 dummy member accept receive dummy share 4
124 13 dummy model buy bribe dummy behaviour 7
125 13 dummy model buy purchase dummy behaviour 7
126 13 dummy mother provide leave dummy baby 1
127 13 dummy mother provide supply dummy baby 7
128 13 dummy parent draw attract dummy line 1
129 13 dummy parent draw depict dummy line 1
130 13 dummy patient accept bear dummy treatment 4
131 13 dummy patient accept receive dummy treatment 7
132 13 dummy patient draw attract dummy figure 1
133 13 dummy service meet satisfy dummy need 7
134 13 dummy school provide supply dummy education 7
135 13 dummy scholar write spell dummy book 6
136 13 dummy table show express dummy result 7
137 13 dummy firm buy bribe dummy politician 7
138 13 dummy figure show picture dummy increase 7
139 13 dummy weapon buy bribe dummy chance 1
140 13 dummy family run move dummy hotel 1
141 13 dummy family provide supply dummy home 7
142 13 dummy figure show express dummy increase 7
143 13 dummy family run operate dummy hotel 7
144 13 dummy employer provide leave dummy training 1
145 13 dummy employee buy purchase dummy property 7
146 13 dummy family provide leave dummy home 1
147 13 dummy employer provide supply dummy training 7
148 13 dummy service meet visit dummy need 1
149 13 dummy shareholder accept bear dummy offer 1
150 13 dummy shareholder accept receive dummy offer 6
151 13 dummy shiver run move dummy spine 1
152 13 dummy shiver run operate dummy spine 1
153 13 dummy sight meet satisfy dummy eye 4
154 13 dummy society accept bear dummy charge 4
155 13 dummy society accept receive dummy charge 6
156 13 dummy speaker say allege dummy word 1
157 13 dummy speaker say state dummy word 7
158 13 dummy table show picture dummy result 7
159 13 dummy user run move dummy application 1
160 13 dummy spokesman say state dummy decision 7
161 13 dummy spokesman say allege dummy decision 3
162 13 dummy specialist write spell dummy papers 6
163 13 dummy specialist write publish dummy papers 6
164 13 dummy student write spell dummy name 7
165 13 dummy student write publish dummy name 1
166 13 dummy student meet visit dummy requirement 1
167 13 dummy student meet satisfy dummy requirement 7
168 13 dummy study provide supply dummy evidence 7
169 13 dummy study provide leave dummy evidence 6
170 13 dummy child meet satisfy dummy house 1
171 13 dummy child draw depict dummy picture 5
172 13 dummy beach meet satisfy dummy standard 7
173 13 dummy artist show picture dummy work 3
174 13 dummy artist show express dummy work 4
175 13 dummy child draw attract dummy picture 1
176 13 dummy boy meet visit dummy girl 7
177 13 dummy boy meet satisfy dummy girl 1
178 13 dummy beach meet visit dummy standard 1
179 13 dummy sweat run move dummy face 1
180 13 dummy sweat run operate dummy face 1
181 13 dummy survey say allege dummy recovery 1
182 13 dummy survey say state dummy recovery 7
183 13 dummy supporter buy bribe dummy ticket 1
184 13 dummy supporter buy purchase dummy ticket 7
185 13 dummy study show express dummy correlation 7
186 13 dummy study show picture dummy correlation 6
187 13 dummy study provide leave dummy information 5
188 13 dummy study provide supply dummy information 7
189 13 dummy company provide supply dummy service 7
190 13 dummy court try judge dummy case 7
191 13 dummy claimant draw depict dummy benefit 1
192 13 dummy company provide leave dummy service 1
193 13 dummy court try test dummy offence 3
194 13 dummy demonstrator try judge dummy building 3
195 13 dummy court try test dummy case 3
196 13 dummy court try judge dummy offence 7
197 13 dummy demonstrator try test dummy building 5
198 13 dummy employee buy bribe dummy property 1
199 13 dummy writer write spell dummy book 1
1 14 dummy table draw depict dummy eye 1
2 14 dummy table draw attract dummy eye 1
3 14 dummy system meet visit dummy criterion 7
4 14 dummy system meet satisfy dummy criterion 3
5 14 dummy system meet visit dummy requirement 7
6 14 dummy system meet satisfy dummy requirement 3
7 14 dummy system provide supply dummy facility 7
8 14 dummy system provide leave dummy facility 1
9 14 dummy system run operate dummy application 6
10 14 dummy system run move dummy application 3
11 14 dummy woman draw depict dummy hair 6
12 14 dummy woman draw attract dummy hair 1
13 14 dummy magazine accept bear dummy liability 3
14 14 dummy machine run operate dummy program 7
15 14 dummy machine run move dummy program 1
16 14 dummy lawyer accept receive dummy conviction 7
17 14 dummy lawyer accept bear dummy conviction 2
18 14 dummy justice try test dummy king 5
19 14 dummy justice try judge dummy king 7
20 14 dummy judge try test dummy action 7
21 14 dummy male draw attract dummy female 5
22 14 dummy magazine accept receive dummy liability 7
23 14 dummy teacher write spell dummy book 1
24 14 dummy user run operate dummy application 6
25 14 dummy scholar write publish dummy book 3
26 14 dummy people try test dummy program 7
27 14 dummy people try judge dummy sniffing 5
28 14 dummy runway run operate dummy parallel 6
29 14 dummy people say state dummy success 7
30 14 dummy people try judge dummy door 2
31 14 dummy people try test dummy door 7
32 14 dummy people try judge dummy program 6
33 14 dummy people run operate dummy round 7
34 14 dummy people say allege dummy prayer 2
35 14 dummy people say state dummy prayer 6
36 14 dummy people say allege dummy success 1
37 14 dummy government accept receive dummy recommendation 7
38 14 dummy government provide leave dummy cash 1
39 14 dummy government provide supply dummy cash 7
40 14 dummy investor buy bribe dummy share 1
41 14 dummy firm buy purchase dummy politician 7
42 14 dummy government accept bear dummy proposal 2
43 14 dummy government accept receive dummy proposal 2
44 14 dummy government accept bear dummy recommendation 2
45 14 dummy road run move dummy parallel 3
46 14 dummy writer write publish dummy book 2
47 14 dummy investor buy purchase dummy share 7
48 14 dummy judge try judge dummy action 5
49 14 dummy river meet visit dummy sea 7
50 14 dummy runway run move dummy parallel 2
51 14 dummy school provide leave dummy education 1
52 14 dummy road run operate dummy parallel 1
53 14 dummy tribunal try judge dummy crime 5
54 14 dummy priest say allege dummy prayer 1
55 14 dummy priest say state dummy mass 3
56 14 dummy priest say allege dummy mass 1
57 14 dummy poll show picture dummy support 6
58 14 dummy poll show express dummy support 7
59 14 dummy politician buy purchase dummy election 7
60 14 dummy politician buy bribe dummy election 7
61 14 dummy people write spell dummy letter 3
62 14 dummy people write publish dummy letter 3
63 14 dummy people try test dummy sniffing 5
64 14 dummy member accept bear dummy share 2
65 14 dummy map show picture dummy location 4
66 14 dummy weapon buy purchase dummy chance 6
67 14 dummy user accept receive dummy responsibility 6
68 14 dummy user write spell dummy word 7
69 14 dummy user write publish dummy word 3
70 14 dummy user write spell dummy software 5
71 14 dummy user write publish dummy software 3
72 14 dummy man write publish dummy song 3
73 14 dummy man try test dummy experiment 7
74 14 dummy management accept bear dummy responsibility 6
75 14 dummy man write spell dummy song 7
76 14 dummy map show express dummy area 5
77 14 dummy management accept receive dummy responsibility 7
78 14 dummy map show express dummy location 5
79 14 dummy map show picture dummy area 7
80 14 dummy claimant draw attract dummy benefit 5
81 14 dummy cinema show picture dummy film 3
82 14 dummy teacher write publish dummy book 2
83 14 dummy child show express dummy sign 2
84 14 dummy child show picture dummy interest 5
85 14 dummy child show express dummy interest 3
86 14 dummy child meet visit dummy house 7
87 14 dummy cinema show express dummy film 3
88 14 dummy child write spell dummy word 7
89 14 dummy child write publish dummy word 6
90 14 dummy child show picture dummy sign 3
91 14 dummy people buy bribe dummy product 1
92 14 dummy people buy purchase dummy house 7
93 14 dummy people buy bribe dummy house 1
94 14 dummy patient draw depict dummy figure 7
95 14 dummy people run move dummy company 1
96 14 dummy people buy purchase dummy security 7
97 14 dummy people buy bribe dummy security 5
98 14 dummy people buy purchase dummy product 7
99 14 dummy people run move dummy round 1
100 14 dummy people run operate dummy company 7
101 14 dummy representative meet visit dummy official 7
102 14 dummy river meet satisfy dummy sea 2
103 14 dummy tribunal try test dummy crime 6
104 14 dummy producer say state dummy favour 7
105 14 dummy proposal draw attract dummy criticism 5
106 14 dummy priest say state dummy prayer 7
107 14 dummy producer say allege dummy favour 1
108 14 dummy report draw depict dummy attention 5
109 14 dummy representative meet satisfy dummy official 7
110 14 dummy proposal draw depict dummy criticism 2
111 14 dummy report draw attract dummy attention 7
112 14 dummy man say state dummy success 7
113 14 dummy man try judge dummy experiment 1
114 14 dummy man say state dummy sentence 7
115 14 dummy man say allege dummy success 1
116 14 dummy man provide supply dummy money 7
117 14 dummy man say allege dummy sentence 1
118 14 dummy man draw depict dummy sword 6
119 14 dummy man provide leave dummy money 7
120 14 dummy male draw depict dummy female 7
121 14 dummy man draw attract dummy sword 1
122 14 dummy user accept bear dummy responsibility 5
123 14 dummy member accept receive dummy share 7
124 14 dummy model buy bribe dummy behaviour 1
125 14 dummy model buy purchase dummy behaviour 7
126 14 dummy mother provide leave dummy baby 1
127 14 dummy mother provide supply dummy baby 6
128 14 dummy parent draw attract dummy line 1
129 14 dummy parent draw depict dummy line 6
130 14 dummy patient accept bear dummy treatment 5
131 14 dummy patient accept receive dummy treatment 7
132 14 dummy patient draw attract dummy figure 1
133 14 dummy service meet satisfy dummy need 7
134 14 dummy school provide supply dummy education 7
135 14 dummy scholar write spell dummy book 1
136 14 dummy table show express dummy result 6
137 14 dummy firm buy bribe dummy politician 7
138 14 dummy figure show picture dummy increase 7
139 14 dummy weapon buy bribe dummy chance 2
140 14 dummy family run move dummy hotel 1
141 14 dummy family provide supply dummy home 6
142 14 dummy figure show express dummy increase 6
143 14 dummy family run operate dummy hotel 7
144 14 dummy employer provide leave dummy training 1
145 14 dummy employee buy purchase dummy property 7
146 14 dummy family provide leave dummy home 1
147 14 dummy employer provide supply dummy training 7
148 14 dummy service meet visit dummy need 3
149 14 dummy shareholder accept bear dummy offer 1
150 14 dummy shareholder accept receive dummy offer 1
151 14 dummy shiver run move dummy spine 6
152 14 dummy shiver run operate dummy spine 3
153 14 dummy sight meet satisfy dummy eye 3
154 14 dummy society accept bear dummy charge 6
155 14 dummy society accept receive dummy charge 7
156 14 dummy speaker say allege dummy word 1
157 14 dummy speaker say state dummy word 7
158 14 dummy table show picture dummy result 7
159 14 dummy user run move dummy application 2
160 14 dummy spokesman say state dummy decision 7
161 14 dummy spokesman say allege dummy decision 1
162 14 dummy specialist write spell dummy papers 2
163 14 dummy specialist write publish dummy papers 3
164 14 dummy student write spell dummy name 7
165 14 dummy student write publish dummy name 3
166 14 dummy student meet visit dummy requirement 2
167 14 dummy student meet satisfy dummy requirement 7
168 14 dummy study provide supply dummy evidence 7
169 14 dummy study provide leave dummy evidence 5
170 14 dummy child meet satisfy dummy house 1
171 14 dummy child draw depict dummy picture 5
172 14 dummy beach meet satisfy dummy standard 7
173 14 dummy artist show picture dummy work 1
174 14 dummy artist show express dummy work 5
175 14 dummy child draw attract dummy picture 2
176 14 dummy boy meet visit dummy girl 7
177 14 dummy boy meet satisfy dummy girl 1
178 14 dummy beach meet visit dummy standard 1
179 14 dummy sweat run move dummy face 2
180 14 dummy sweat run operate dummy face 1
181 14 dummy survey say allege dummy recovery 2
182 14 dummy survey say state dummy recovery 6
183 14 dummy supporter buy bribe dummy ticket 6
184 14 dummy supporter buy purchase dummy ticket 7
185 14 dummy study show express dummy correlation 6
186 14 dummy study show picture dummy correlation 7
187 14 dummy study provide leave dummy information 5
188 14 dummy study provide supply dummy information 7
189 14 dummy company provide supply dummy service 7
190 14 dummy court try judge dummy case 6
191 14 dummy claimant draw depict dummy benefit 2
192 14 dummy company provide leave dummy service 1
193 14 dummy court try test dummy offence 6
194 14 dummy demonstrator try judge dummy building 5
195 14 dummy court try test dummy case 5
196 14 dummy court try judge dummy offence 1
197 14 dummy demonstrator try test dummy building 5
198 14 dummy employee buy bribe dummy property 2
199 14 dummy writer write spell dummy book 6
1 15 dummy table draw depict dummy eye 2
2 15 dummy table draw attract dummy eye 7
3 15 dummy system meet visit dummy criterion 2
4 15 dummy system meet satisfy dummy criterion 7
5 15 dummy system meet visit dummy requirement 3
6 15 dummy system meet satisfy dummy requirement 7
7 15 dummy system provide supply dummy facility 7
8 15 dummy system provide leave dummy facility 2
9 15 dummy system run operate dummy application 7
10 15 dummy system run move dummy application 4
11 15 dummy woman draw depict dummy hair 5
12 15 dummy woman draw attract dummy hair 2
13 15 dummy magazine accept bear dummy liability 6
14 15 dummy machine run operate dummy program 7
15 15 dummy machine run move dummy program 5
16 15 dummy lawyer accept receive dummy conviction 5
17 15 dummy lawyer accept bear dummy conviction 4
18 15 dummy justice try test dummy king 5
19 15 dummy justice try judge dummy king 6
20 15 dummy judge try test dummy action 4
21 15 dummy male draw attract dummy female 4
22 15 dummy magazine accept receive dummy liability 4
23 15 dummy teacher write spell dummy book 5
24 15 dummy user run operate dummy application 6
25 15 dummy scholar write publish dummy book 5
26 15 dummy people try test dummy program 7
27 15 dummy people try judge dummy sniffing 1
28 15 dummy runway run operate dummy parallel 2
29 15 dummy people say state dummy success 6
30 15 dummy people try judge dummy door 1
31 15 dummy people try test dummy door 6
32 15 dummy people try judge dummy program 3
33 15 dummy people run operate dummy round 6
34 15 dummy people say allege dummy prayer 4
35 15 dummy people say state dummy prayer 7
36 15 dummy people say allege dummy success 3
37 15 dummy government accept receive dummy recommendation 5
38 15 dummy government provide leave dummy cash 2
39 15 dummy government provide supply dummy cash 7
40 15 dummy investor buy bribe dummy share 2
41 15 dummy firm buy purchase dummy politician 7
42 15 dummy government accept bear dummy proposal 5
43 15 dummy government accept receive dummy proposal 4
44 15 dummy government accept bear dummy recommendation 4
45 15 dummy road run move dummy parallel 2
46 15 dummy writer write publish dummy book 5
47 15 dummy investor buy purchase dummy share 7
48 15 dummy judge try judge dummy action 6
49 15 dummy river meet visit dummy sea 3
50 15 dummy runway run move dummy parallel 1
51 15 dummy school provide leave dummy education 1
52 15 dummy road run operate dummy parallel 2
53 15 dummy tribunal try judge dummy crime 6
54 15 dummy priest say allege dummy prayer 3
55 15 dummy priest say state dummy mass 6
56 15 dummy priest say allege dummy mass 3
57 15 dummy poll show picture dummy support 4
58 15 dummy poll show express dummy support 7
59 15 dummy politician buy purchase dummy election 6
60 15 dummy politician buy bribe dummy election 6
61 15 dummy people write spell dummy letter 6
62 15 dummy people write publish dummy letter 4
63 15 dummy people try test dummy sniffing 5
64 15 dummy member accept bear dummy share 5
65 15 dummy map show picture dummy location 7
66 15 dummy weapon buy purchase dummy chance 1
67 15 dummy user accept receive dummy responsibility 4
68 15 dummy user write spell dummy word 5
69 15 dummy user write publish dummy word 4
70 15 dummy user write spell dummy software 2
71 15 dummy user write publish dummy software 4
72 15 dummy man write publish dummy song 2
73 15 dummy man try test dummy experiment 6
74 15 dummy management accept bear dummy responsibility 6
75 15 dummy man write spell dummy song 3
76 15 dummy map show express dummy area 7
77 15 dummy management accept receive dummy responsibility 5
78 15 dummy map show express dummy location 7
79 15 dummy map show picture dummy area 7
80 15 dummy claimant draw attract dummy benefit 4
81 15 dummy cinema show picture dummy film 6
82 15 dummy teacher write publish dummy book 5
83 15 dummy child show express dummy sign 6
84 15 dummy child show picture dummy interest 2
85 15 dummy child show express dummy interest 7
86 15 dummy child meet visit dummy house 4
87 15 dummy cinema show express dummy film 5
88 15 dummy child write spell dummy word 5
89 15 dummy child write publish dummy word 7
90 15 dummy child show picture dummy sign 7
91 15 dummy people buy bribe dummy product 2
92 15 dummy people buy purchase dummy house 7
93 15 dummy people buy bribe dummy house 1
94 15 dummy patient draw depict dummy figure 7
95 15 dummy people run move dummy company 4
96 15 dummy people buy purchase dummy security 7
97 15 dummy people buy bribe dummy security 2
98 15 dummy people buy purchase dummy product 7
99 15 dummy people run move dummy round 1
100 15 dummy people run operate dummy company 7
101 15 dummy representative meet visit dummy official 6
102 15 dummy river meet satisfy dummy sea 1
103 15 dummy tribunal try test dummy crime 5
104 15 dummy producer say state dummy favour 7
105 15 dummy proposal draw attract dummy criticism 7
106 15 dummy priest say state dummy prayer 7
107 15 dummy producer say allege dummy favour 5
108 15 dummy report draw depict dummy attention 3
109 15 dummy representative meet satisfy dummy official 2
110 15 dummy proposal draw depict dummy criticism 3
111 15 dummy report draw attract dummy attention 7
112 15 dummy man say state dummy success 7
113 15 dummy man try judge dummy experiment 5
114 15 dummy man say state dummy sentence 7
115 15 dummy man say allege dummy success 5
116 15 dummy man provide supply dummy money 7
117 15 dummy man say allege dummy sentence 5
118 15 dummy man draw depict dummy sword 5
119 15 dummy man provide leave dummy money 6
120 15 dummy male draw depict dummy female 6
121 15 dummy man draw attract dummy sword 1
122 15 dummy user accept bear dummy responsibility 4
123 15 dummy member accept receive dummy share 4
124 15 dummy model buy bribe dummy behaviour 4
125 15 dummy model buy purchase dummy behaviour 7
126 15 dummy mother provide leave dummy baby 4
127 15 dummy mother provide supply dummy baby 7
128 15 dummy parent draw attract dummy line 1
129 15 dummy parent draw depict dummy line 6
130 15 dummy patient accept bear dummy treatment 5
131 15 dummy patient accept receive dummy treatment 5
132 15 dummy patient draw attract dummy figure 1
133 15 dummy service meet satisfy dummy need 7
134 15 dummy school provide supply dummy education 7
135 15 dummy scholar write spell dummy book 6
136 15 dummy table show express dummy result 7
137 15 dummy firm buy bribe dummy politician 6
138 15 dummy figure show picture dummy increase 7
139 15 dummy weapon buy bribe dummy chance 1
140 15 dummy family run move dummy hotel 1
141 15 dummy family provide supply dummy home 7
142 15 dummy figure show express dummy increase 7
143 15 dummy family run operate dummy hotel 7
144 15 dummy employer provide leave dummy training 1
145 15 dummy employee buy purchase dummy property 7
146 15 dummy family provide leave dummy home 1
147 15 dummy employer provide supply dummy training 6
148 15 dummy service meet visit dummy need 4
149 15 dummy shareholder accept bear dummy offer 1
150 15 dummy shareholder accept receive dummy offer 5
151 15 dummy shiver run move dummy spine 5
152 15 dummy shiver run operate dummy spine 3
153 15 dummy sight meet satisfy dummy eye 3
154 15 dummy society accept bear dummy charge 5
155 15 dummy society accept receive dummy charge 6
